Link,Price,Address,Bedrooms,Bathrooms,Size,Lot
https://www.realtor.com/realestateandhomes-detail/43671-Tennessee-Ave_Palm-Desert_CA_92211_M20523-81386,"$425,000 ","43671 Tennessee Ave, Palm Desert, CA 92211",3bed,2bath,"1,691sqft","6,098sqft lot"
https://www.realtor.com/realestateandhomes-detail/18128-Sundowner-Way-Unit-1137_Canyon-Country_CA_91387_M20086-04236,"$355,000 ","18128 Sundowner Way Unit 1137, Santa Clarita, CA 91387",2bed,2bath,843sqft,3.22acre lot
https://www.realtor.com/realestateandhomes-detail/3113-Atlantic-Ave-Unit-7_Long-Beach_CA_90807_M21954-19478,"$399,900 ","3113 Atlantic Ave Unit 7, Long Beach, CA 90807",1bed,2bath,765sqft,1.13acre lot
https://www.realtor.com/realestateandhomes-detail/30000-Kasson-Rd-Spc-287_Tracy_CA_95304_M92879-99996,"$430,000 ","300000 Kasson Rd Unit 287, Tracy, CA 95304",2bed,1bath,"1,500sqft","8,712sqft lot"
https://www.realtor.com/realestateandhomes-detail/31-Sembrio-St_Ladera-Ranch_CA_92694_M28589-87608,"$809,990 ","31 Sembrio St, Rancho Mission Viejo, CA 92694",3bed,2.5bath,"1,738sqft",1acre lot
https://www.realtor.com/realestateandhomes-detail/37-Tamarindo-Way-Unit-2_Chula-Vista_CA_91911_M29340-44642,"$410,000 ","37 Tamarindo Way Unit 2, Chula Vista, CA 91911",3bed,1.5bath,"1,164sqft",None
https://www.realtor.com/realestateandhomes-detail/8742-Spring-Canyon-Dr_Spring-Valley_CA_91977_M17002-43819,"$390,000 ","8742 Spring Canyon Dr, Spring Valley, CA 91977",2bed,2.5bath,"1,088sqft",None
https://www.realtor.com/realestateandhomes-detail/39-Waterfront-Ct_Copperopolis_CA_95228_M13150-81288,"$1,688,000 ","39 Waterfront Ct, Copperopolis, CA 95228",4bed,3bath,"2,753sqft",0.28acre lot
https://www.realtor.com/realestateandhomes-detail/2459-Diamond-St_Rosamond_CA_93560_M12636-38543,"$599,999 ","2459 Diamond St, Rosamond, CA 93560",8bed,4bath,"2,688sqft","7,841sqft lot"
https://www.realtor.com/realestateandhomes-detail/2004-Olivia-Way_Stockton_CA_95209_M12230-45354,"$625,000 ","2004 Olivia Way, Stockton, CA 95209",4bed,3bath,"3,041sqft","6,970sqft lot"
https://www.realtor.com/realestateandhomes-detail/532-S-Elverta-St_Visalia_CA_93292_M99037-13990,"$409,000 ","532 Elverta St S, Visalia, CA 93292",4bed,2.5bath,"2,116sqft","4,792sqft lot"
https://www.realtor.com/realestateandhomes-detail/422-Hopkins-Ct_El-Sobrante_CA_94803_M18525-58469,"$948,888 ","422 Hopkins Ct, El Sobrante, CA 94803",4bed,2.5bath,"2,470sqft",0.31acre lot
https://www.realtor.com/realestateandhomes-detail/304-N-Sycamore-Ave_Rialto_CA_92376_M19423-00636,"$350,000 ","304 N Sycamore Ave, Rialto, CA 92376",3bed,1bath,"1,212sqft","6,900sqft lot"
https://www.realtor.com/realestateandhomes-detail/5022-Cribari-Vale_San-Jose_CA_95135_M16589-56028,"$545,000 ","5022 Cribari Vale, San Jose, CA 95135",2bed,2bath,"1,240sqft",None
https://www.realtor.com/realestateandhomes-detail/4486-40th-St_San-Diego_CA_92116_M23045-93832,"$1,030,000 ","4486 40th St, San Diego, CA 92116",3bed,2bath,"1,399sqft","6,246sqft lot"
https://www.realtor.com/realestateandhomes-detail/11634-Juniper-Hills-Rd_Littlerock_CA_93543_M11166-94315,"$550,000 ","11634 Juniper Hills Rd, Littlerock, CA 93543",3bed,2bath,"2,061sqft",11.36acre lot
https://www.realtor.com/realestateandhomes-detail/1565-W-Lewiston-Ave_Riverdale_CA_93656_M12006-68485,"$420,000 ","1565 W Lewiston Ave, Riverdale, CA 93656",3bed,2bath,"1,920sqft",2acre lot
https://www.realtor.com/realestateandhomes-detail/8510-Elizabeth-Lake-Rd-Spc-5_Leona-Valley_CA_93551_M27036-54722,"$90,000 ","8510 Elizabeth Lake Rd Spc 5, Leona Valley, CA 93551",2bed,2bath,736sqft,9.97acre lot
https://www.realtor.com/realestateandhomes-detail/730-Dairy-Ave_Corcoran_CA_93212_M13834-18587,"$425,000 ","730 Dairy Ave, Corcoran, CA 93212",7bed,4bath,"3,920sqft",0.3acre lot
https://www.realtor.com/realestateandhomes-detail/1925-Otay-Lakes-Rd-Spc-148_Chula-Vista_CA_91913_M11969-18289,"$239,000 ","1925 Otay Lakes Rd Spc 148, Chula Vista, CA 91913",3bed,2bath,"1,668sqft",29.63acre lot
https://www.realtor.com/realestateandhomes-detail/31820-McWade-Ave_Homeland_CA_92548_M14208-08557,"$369,000 ","31820 McWade Ave, Homeland, CA 92548",2bed,1.5bath,"1,173sqft",0.3acre lot
https://www.realtor.com/realestateandhomes-detail/7266-San-Luis-St_Carlsbad_CA_92011_M18628-53863,"$219,000 ","7266 San Luis St, Carlsbad, CA 92011",2bed,2bath,"1,440sqft","3,500sqft lot"
https://www.realtor.com/realestateandhomes-detail/1184-N-Main-St-Apt-39_Fort-Bragg_CA_95437_M23628-74189,"$250,000 ","1184 N Main St Apt 39, Fort Bragg, CA 95437",2bed,2bath,"1,440sqft",None
https://www.realtor.com/realestateandhomes-detail/73450-Country-Club-Dr-Spc-215_Palm-Desert_CA_92260_M25238-48264,"$199,000 ","73450 Country Club Dr Spc 215, Palm Desert, CA 92260",2bed,2bath,"1,618sqft",None
https://www.realtor.com/realestateandhomes-detail/16369-Wimbleton-Dr_Victorville_CA_92395_M23039-72906,"$219,995 ","16369 Wimbleton Dr, Victorville, CA 92395",2bed,2bath,"1,248sqft","7,352sqft lot"
https://www.realtor.com/realestateandhomes-detail/5649-Canary-Dr_North-Highlands_CA_95660_M24531-50552,"$327,000 ","5649 Canary Dr, North Highlands, CA 95660",2bed,1bath,904sqft,"7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/22651-Sonoma-St_Hayward_CA_94541_M14339-03760,"$475,000 ","22651 Sonoma St, Hayward, CA 94541",2bed,1bath,809sqft,"6,250sqft lot"
https://www.realtor.com/realestateandhomes-detail/1347-Terrace-Ct_Visalia_CA_93291_M26427-17783,"$365,000 ","1347 Terrace Ct N, Visalia, CA 93291",3bed,2bath,"1,504sqft","7,943sqft lot"
https://www.realtor.com/realestateandhomes-detail/41931-Granite-Ridge-Rd_Shaver-Lake_CA_93664_M99387-99457,"$1,595,000 ","41931 Granite Ridge Rd, Shaver Lake, CA 93664",5bed,4bath,"4,519sqft",0.56acre lot
https://www.realtor.com/realestateandhomes-detail/6932-Garden-Hwy_Nicolaus_CA_95659_M22650-79368,"$995,000 ","6932A B Garden Hwy, Nicolaus, CA 95659",7bed,2.5bath,"3,568sqft",1.08acre lot
https://www.realtor.com/realestateandhomes-detail/6822-Alondra-Blvd-34_Paramount_CA_90723_M26882-95684,"$390,000 ","6822 Alondra Blvd Unit 34, Paramount, CA 90723",2bed,2bath,"1,058sqft",3.86acre lot
https://www.realtor.com/realestateandhomes-detail/1408-Titleist-Way_Manteca_CA_95337_M20758-71618,"$679,000 ","1408 Titleist Way, Manteca, CA 95337",4bed,2.5bath,"2,520sqft",0.51acre lot
https://www.realtor.com/realestateandhomes-detail/375-Mill-Pond-Dr_San-Jose_CA_95125_M93049-69939,"$299,000 ","375 S Mill Pond Dr Unit 375, San Jose, CA 95125",2bed,2bath,"1,512sqft",None
https://www.realtor.com/realestateandhomes-detail/379-Elizabeth-Ln_Ramona_CA_92065_M18510-30076,"$799,900 ","379 Elizabeth Ln, Ramona, CA 92065",4bed,2bath,"2,628sqft",2.57acre lot
https://www.realtor.com/realestateandhomes-detail/18640-Collins-St-Apt-110_Tarzana_CA_91356_M12345-94311,"$399,000 ","18640 Collins St Apt 110, Tarzana, CA 91356",2bed,2bath,945sqft,0.76acre lot
https://www.realtor.com/realestateandhomes-detail/9401-Crystal-Creek-Rd_Lucerne-Valley_CA_92356_M90128-48671,"$850,000 ","9401 Crystal Creek Rd, Lucerne Valley, CA 92356",24bed,None,None,None
https://www.realtor.com/realestateandhomes-detail/31380-Alisa-Pl_Valley-Center_CA_92082_M28648-58265,"$1,150,000 ","31380 Alisa Pl, Valley Center, CA 92082",4bed,3bath,"2,872sqft",2.25acre lot
https://www.realtor.com/realestateandhomes-detail/1422-Cabrillo-Park-Dr-Apt-A_Santa-Ana_CA_92701_M18472-56892,"$305,000 ","1422 Cabrillo Park Dr Apt A, Santa Ana, CA 92701",Studio,1bath,468sqft,None
https://www.realtor.com/realestateandhomes-detail/580-Yosemite-Way_Salinas_CA_93906_M29513-60527,"$600,000 ","580 Yosemite Way, Salinas, CA 93906",3bed,2bath,"1,149sqft","6,200sqft lot"
https://www.realtor.com/realestateandhomes-detail/2563-Bethards-Dr_Santa-Rosa_CA_95405_M11576-91102,"$935,000 ","2563 Bethards Dr, Santa Rosa, CA 95405",5bed,4bath,"2,451sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/90-Giralda-Walk_Long-Beach_CA_90803_M22023-02305,"$1,650,000 ","90 Giralda Walk, Long Beach, CA 90803",2bed,2bath,"1,352sqft","5,069sqft lot"
https://www.realtor.com/realestateandhomes-detail/1595-Cactusridge-St_San-Diego_CA_92105_M15222-73049,"$665,000 ","1595 Cactusridge St, San Diego, CA 92105",3bed,2bath,"1,629sqft","4,155sqft lot"
https://www.realtor.com/realestateandhomes-detail/1480-42nd-Ave-Apt-4_Capitola_CA_95010_M11749-27380,"$699,000 ","1480 42nd Ave Apt 4, Capitola, CA 95010",2bed,1bath,840sqft,871sqft lot
https://www.realtor.com/realestateandhomes-detail/11228-Alburtis-Ave_Norwalk_CA_90650_M11457-44600,"$625,900 ","11228 Alburtis Ave, Norwalk, CA 90650",3bed,2bath,"1,060sqft","5,162sqft lot"
https://www.realtor.com/realestateandhomes-detail/1429-North-Avenue-49_Los-Angeles_CA_90042_M11343-79280,"$985,000 ","1429 North Avenue 49, Los Angeles, CA 90042",2bed,2bath,"1,974sqft","5,998sqft lot"
https://www.realtor.com/realestateandhomes-detail/6473-San-Ignacio-Ave_San-Jose_CA_95119_M25310-95955,"$1,799,000 ","6473 San Ignacio Ave, San Jose, CA 95119",5bed,3bath,"2,563sqft","6,860sqft lot"
https://www.realtor.com/realestateandhomes-detail/1233-Vienna-Way_Venice_CA_90291_M19212-09152,"$4,750,000 ","1233 Vienna Way, Venice, CA 90291",4bed,3.5+bath,"8,002sqft",0.25acre lot
https://www.realtor.com/realestateandhomes-detail/6950-Avenida-Rotella_San-Jose_CA_95139_M21791-07756,"$950,000 ","6950 Avenida Rotella, San Jose, CA 95139",3bed,2bath,"1,308sqft","6,114sqft lot"
https://www.realtor.com/realestateandhomes-detail/3482-Rich-Field-Dr_Carlsbad_CA_92010_M15691-74454,"$1,290,000 ","3482 Rich Field Dr, Carlsbad, CA 92010",4bed,3bath,"2,476sqft",None
https://www.realtor.com/realestateandhomes-detail/18749-White-Oak-Dr_Sonoma_CA_95476_M22616-05596,"$1,975,000 ","18749 White Oak Dr, Sonoma, CA 95476",4bed,3.5bath,"2,734sqft",1.9acre lot
https://www.realtor.com/realestateandhomes-detail/315-Rancho-Dr-Unit-C_Chula-Vista_CA_91911_M10338-05596,"$511,000 ","315 Rancho Dr Unit C, Chula Vista, CA 91911",4bed,2bath,"1,613sqft",None
https://www.realtor.com/realestateandhomes-detail/88-N-Jackson-Ave-Unit-322_San-Jose_CA_95116_M14621-86777,"$585,000 ","88 N Jackson Ave Unit 322, San Jose, CA 95116",1bed,1bath,"1,069sqft",None
https://www.realtor.com/realestateandhomes-detail/5059-Niagara-Ave-Unit-5_San-Diego_CA_92107_M28799-37825,"$630,000 ","5059 Niagara Ave Unit 5, San Diego, CA 92107",1bed,1bath,560sqft,"7,014sqft lot"
https://www.realtor.com/realestateandhomes-detail/8475-Innsdale-Ln_San-Diego_CA_92114_M15476-77050,"$625,000 ","8475 Innsdale Ln, San Diego, CA 92114",3bed,2bath,"1,364sqft","7,000sqft lot"
https://www.realtor.com/realestateandhomes-detail/7728-Via-Vivaldi_San-Diego_CA_92127_M12853-30776,"$1,595,000 ","7728 Via Vivaldi, San Diego, CA 92127",3bed,3.5bath,"3,038sqft","5,499sqft lot"
https://www.realtor.com/realestateandhomes-detail/2613-Mission-Blvd-Apt-4_San-Diego_CA_92109_M26895-62390,"$750,000 ","2613 Mission Blvd Apt 4, San Diego, CA 92109",1bed,1bath,500sqft,"6,652sqft lot"
https://www.realtor.com/realestateandhomes-detail/219-Brannan-St-Unit-1D_San-Francisco_CA_94107_M29679-00276,"$949,000 ","219 Brannan St Unit 1D, San Francisco, CA 94107",1bed,1.5bath,844sqft,1.9acre lot
https://www.realtor.com/realestateandhomes-detail/3323-Swinging-V-Rd_Borrego-Springs_CA_92004_M23502-26144,"$319,000 ","3323 Swinging V Rd, Borrego Springs, CA 92004",3bed,2bath,"1,489sqft",0.51acre lot
https://www.realtor.com/realestateandhomes-detail/36068-Teaford-Poyah_North-Fork_CA_93643_M29410-68829,"$319,700 ","36068 Teaford Poyah, North Fork, CA 93643",3bed,2bath,"1,700sqft","6,420sqft lot"
https://www.realtor.com/realestateandhomes-detail/1212-H-St-Spc-25_Ramona_CA_92065_M19240-22897,"$59,900 ","1212 H St Spc 25, Ramona, CA 92065",2bed,2bath,"1,056sqft","2,000sqft lot"
https://www.realtor.com/realestateandhomes-detail/1379-Hunn-Rd_Yuba-City_CA_95993_M22191-30461,"$389,900$10k","1379 Hunn Rd, Yuba City, CA 95993",3bed,2bath,"1,703sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/43642-17th-St-E_Lancaster_CA_93535_M18053-02166,"$409,900 ","43642 E 17th St, Lancaster, CA 93535",3bed,2bath,"1,529sqft","6,970sqft lot"
https://www.realtor.com/realestateandhomes-detail/717-San-Joaquin-Ct_Atwater_CA_95301_M11107-52552,"$325,000 ","717 San Joaquin Ct, Atwater, CA 95301",3bed,2bath,"1,397sqft","5,567sqft lot"
https://www.realtor.com/realestateandhomes-detail/1357-Sundance-Dr_Plumas-Lake_CA_95961_M22197-52762,"$575,000 ","1357 Sundance Dr, Plumas Lake, CA 95961",3bed,2bath,"2,432sqft",0.23acre lot
https://www.realtor.com/realestateandhomes-detail/82320-Kenner-Ave_Indio_CA_92201_M26508-71414,"$300,000 ","82320 Kenner Ave, Indio, CA 92201",4bed,2bath,"1,239sqft","6,970sqft lot"
https://www.realtor.com/realestateandhomes-detail/8042-Champagne-Dr_Stockton_CA_95210_M10867-67196,"$325,000 ","8042 Champagne Dr, Stockton, CA 95210",3bed,2bath,"1,158sqft","7,100sqft lot"
https://www.realtor.com/realestateandhomes-detail/8500-East-Side-Potter-Valley-Rd_Potter-Valley_CA_95469_M19690-63023,"$599,900 ","8500 East Side Potter Valley Rd, Potter Valley, CA 95469",4bed,2bath,"2,350sqft",1.17acre lot
https://www.realtor.com/realestateandhomes-detail/2549-Saint-Elmo-Dr_San-Bernardino_CA_92410_M25282-70316,"$389,900 ","2549 Saint Elmo Dr, San Bernardino, CA 92410",3bed,2bath,"1,227sqft","7,245sqft lot"
https://www.realtor.com/realestateandhomes-detail/2500-N-State-Highway-59_Merced_CA_95348_M24007-27794,"$65,000 ","2500 N State Highway 59 Spc 209, Merced, CA 95348",2bed,1bath,834sqft,None
https://www.realtor.com/realestateandhomes-detail/40305-13th-St-W_Palmdale_CA_93551_M17370-34567,"$459,000 ","40305 W 13th St, Palmdale, CA 93551",2bed,1bath,962sqft,2.56acre lot
https://www.realtor.com/realestateandhomes-detail/18020-Mariner-Dr_Victorville_CA_92395_M22539-43851,"$640,000 ","18020 Mariner Dr, Victorville, CA 92395",4bed,2bath,"2,379sqft","7,800sqft lot"
https://www.realtor.com/realestateandhomes-detail/379-Elizabeth-Ln_Ramona_CA_92065_M18510-30076,"$799,900 ","379 Elizabeth Ln, Ramona, CA 92065",4bed,2bath,"2,628sqft",2.57acre lot
https://www.realtor.com/realestateandhomes-detail/3220-Macarthur-Blvd_Oakland_CA_94602_M28895-05177,"$998,000 ","3220 Macarthur Blvd, Oakland, CA 94602",7bed,None,None,None
https://www.realtor.com/realestateandhomes-detail/1303-Muscat-Cir_Roseville_CA_95747_M16707-93574,"$649,000 ","1303 Muscat Cir, Roseville, CA 95747",3bed,3bath,"2,491sqft","5,227sqft lot"
https://www.realtor.com/realestateandhomes-detail/624-Heirloom-Pl_King-City_CA_93930_M29160-35225,"$499,000 ","624 Heirloom Pl, King City, CA 93930",3bed,2.5bath,"1,536sqft","4,080sqft lot"
https://www.realtor.com/realestateandhomes-detail/3129-Avenida-Topanga_Carlsbad_CA_92009_M28813-81599,"$615,000 ","3129 Avenida Topanga, Carlsbad, CA 92009",3bed,2.5bath,"1,350sqft",None
https://www.realtor.com/realestateandhomes-detail/7762-Lincoln-Ct_Fontana_CA_92336_M28067-17952,"$720,000 ","7762 Lincoln Ct, Fontana, CA 92336",6bed,3.5bath,"3,168sqft","9,346sqft lot"
https://www.realtor.com/realestateandhomes-detail/19572-Grey-Fox-Rd_Walnut_CA_91789_M15259-92979,"$960,000 ","19572 Grey Fox Rd, Walnut, CA 91789",4bed,2.5bath,"1,871sqft",0.74acre lot
https://www.realtor.com/realestateandhomes-detail/5101-De-la-Rosa-Dr_Rocklin_CA_95765_M29865-16312,"$625,000 ","5101 De La Rosa Dr, Rocklin, CA 95765",3bed,2.5bath,"1,667sqft","5,070sqft lot"
https://www.realtor.com/realestateandhomes-detail/7509-Honeysuckle-St_Fontana_CA_92336_M26304-30785,"$599,000 ","7509 Honeysuckle St, Fontana, CA 92336",3bed,2bath,"1,617sqft","5,000sqft lot"
https://www.realtor.com/realestateandhomes-detail/7100-Cerritos-Ave-Unit-23_Stanton_CA_90680_M10685-38614,"$339,000 ","7100 Cerritos Ave Unit 23, Stanton, CA 90680",1bed,1bath,652sqft,None
https://www.realtor.com/realestateandhomes-detail/1483-Country-Way_Santa-Ynez_CA_93460_M15341-52876,"$1,650,000 ","1483 Country Way, Santa Ynez, CA 93460",3bed,2.5bath,"2,180sqft",1acre lot
https://www.realtor.com/realestateandhomes-detail/119-E-11th-St_Hanford_CA_93230_M21110-93131,"$199,000 ","119 11th St E, Hanford, CA 93230",3bed,1bath,"1,536sqft","7,500sqft lot"
https://www.realtor.com/realestateandhomes-detail/3043-Pat-Ave_Mojave_CA_93501_M10577-72914,"$425,000 ","3043 Pat Ave, Mojave, CA 93501",8bed,4bath,"3,400sqft","6,534sqft lot"
https://www.realtor.com/realestateandhomes-detail/67749-Rio-Pecos-Dr_Cathedral-City_CA_92234_M17756-39699,"$379,000 ","67749 Rio Pecos Dr, Cathedral City, CA 92234",2bed,2bath,"1,582sqft","6,534sqft lot"
https://www.realtor.com/realestateandhomes-detail/52912-Balsam-Dr_Oakhurst_CA_93644_M29076-04013,"$335,000 ","52912 Balsam Dr, Oakhurst, CA 93644",2bed,2bath,"1,456sqft","9,583sqft lot"
https://www.realtor.com/realestateandhomes-detail/3338-N-D-St_San-Bernardino_CA_92405_M11875-04864,"$475,000 ","3338 N D St, San Bernardino, CA 92405",3bed,1.5bath,"2,079sqft","6,800sqft lot"
https://www.realtor.com/realestateandhomes-detail/4737-Surrey-Dr_Corona-del-Mar_CA_92625_M24225-76736,"$8,575,000 ","4737 Surrey Dr, Corona Del Mar, CA 92625",4bed,4.5+bath,"4,493sqft","9,831sqft lot"
https://www.realtor.com/realestateandhomes-detail/1-Tarragon-Ct_Sacramento_CA_95831_M13190-41199,"$485,000 ","1 Tarragon Ct, Sacramento, CA 95831",3bed,2bath,"1,253sqft","6,534sqft lot"
https://www.realtor.com/realestateandhomes-detail/911-Trimble-Way_Roseville_CA_95661_M15226-61453,"$480,000 ","911 Trimble Way, Roseville, CA 95661",3bed,2bath,"1,524sqft","6,055sqft lot"
https://www.realtor.com/realestateandhomes-detail/1737-Cherry-Ct_Stockton_CA_95206_M26676-36870,"$488,000 ","1737 Cherry Ct, Stockton, CA 95206",5bed,2.5bath,"1,948sqft","6,406sqft lot"
https://www.realtor.com/realestateandhomes-detail/1225-N-Broadway-Unit-33_Escondido_CA_92026_M12771-59080,"$399,900 ","1225 N Broadway Unit 33, Escondido, CA 92026",3bed,2.5bath,985sqft,None
https://www.realtor.com/realestateandhomes-detail/3236-Bona-St_Oakland_CA_94601_M27341-43462,"$630,000 ","3236 Bona St, Oakland, CA 94601",2bed,1bath,"1,040sqft","2,920sqft lot"
https://www.realtor.com/realestateandhomes-detail/29308-Saltbush_Lake-Elsinore_CA_92530_M26054-67339,"$649,990 ","29308 Saltbush, Lake Elsinore, CA 92530",5bed,4.5bath,"3,049sqft","6,098sqft lot"
https://www.realtor.com/realestateandhomes-detail/7284-Chippewa-Cir_Buena-Park_CA_90620_M25136-37028,"$675,000 ","7284 Chippewa Cir, Buena Park, CA 90620",3bed,1.5bath,"1,193sqft","6,552sqft lot"
https://www.realtor.com/realestateandhomes-detail/14259-Pintail-Loop_Corona_CA_92880_M22784-32100,"$779,888 ","14259 Pintail Loop, Eastvale, CA 92880",3bed,2.5bath,"2,442sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/2701-W-California-St_Santa-Ana_CA_92704_M20186-99823,"$799,000 ","2701 W California St, Santa Ana, CA 92704",3bed,2bath,"1,526sqft","8,732sqft lot"
https://www.realtor.com/realestateandhomes-detail/2798-Fillmore-St_Riverside_CA_92503_M27415-07261,"$580,000 ","2798 Fillmore St, Riverside, CA 92503",4bed,2bath,"1,475sqft","7,405sqft lot"
https://www.realtor.com/realestateandhomes-detail/8877-Lauderdale-Ct-92_Huntington-Beach_CA_92646_M28442-69917,"$529,900 ","8877 Lauderdale Ct Unit 92, Huntington Beach, CA 92646",2bed,2bath,"1,056sqft",None
https://www.realtor.com/realestateandhomes-detail/696-San-Bruno-Way_Salinas_CA_93901_M24360-21180,"$859,000 ","696 San Bruno Way, Salinas, CA 93901",5bed,3bath,"2,295sqft","7,000sqft lot"
https://www.realtor.com/realestateandhomes-detail/4934-Via-Lapiz_San-Diego_CA_92122_M28146-59115,"$495,000 ","4934 Via Lapiz, San Diego, CA 92122",2bed,1.5bath,"1,126sqft",1.54acre lot
https://www.realtor.com/realestateandhomes-detail/1669-Madeira-Cir_Petaluma_CA_94954_M26104-14817,"$979,000 ","1669 Madeira Cir, Petaluma, CA 94954",4bed,2.5bath,"1,766sqft","6,534sqft lot"
https://www.realtor.com/realestateandhomes-detail/Residence-3_Linden-at-Arbor-Bend_1849-Holland-Lane_Manteca_CA_95337_P417000609158,"From$579,950","Linden at Arbor Bend 1849 Holland Lane, Manteca, CA 95337",4bed,2bath,"1,910sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-5_Cypress-at-Arbor-Bend_1870-Ravine-Lane_Manteca_CA_95337_P417000609167,"From$659,950","Cypress at Arbor Bend 1870 Ravine Lane, Manteca, CA 95337",4bed,3bath,"2,992sqft",None
https://www.realtor.com/realestateandhomes-detail/164-Springdale-Way_Emerald-Hills_CA_94062_M10782-87528,"$2,798,000 ","164 Springdale Way, Redwood City, CA 94062",4bed,4bath,"3,450sqft",0.46acre lot
https://www.realtor.com/realestateandhomes-detail/Residence-2_Cypress-at-Arbor-Bend_1870-Ravine-Lane_Manteca_CA_95337_P417000609163,"From$623,950","Cypress at Arbor Bend 1870 Ravine Lane, Manteca, CA 95337",4bed,2.5bath,"2,350sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-5_Linden-at-Arbor-Bend_1849-Holland-Lane_Manteca_CA_95337_P417000609162,"From$612,950","Linden at Arbor Bend 1849 Holland Lane, Manteca, CA 95337",4bed,3bath,"2,541sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-8_Meadowlands_163-Cardini-Lane_Lincoln_CA_95648_P417000607389,"From$641,990","Meadowlands 163 Cardini Lane, Lincoln, CA 95648",5bed,3.5bath,"3,247sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-3_Trek-at-Winding-Creek_3016-Lemonade-Lane_Roseville_CA_95747_P417000607380,"From$613,950","Trek at Winding Creek 3016 Lemonade Lane, Roseville, CA 95747",4bed,2bath,"1,910sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-7_Meadowlands_163-Cardini-Lane_Lincoln_CA_95648_P417000607386,"From$621,990","Meadowlands 163 Cardini Lane, Lincoln, CA 95648",4bed,3bath,"2,992sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-6_Trek-at-Winding-Creek_3016-Lemonade-Lane_Roseville_CA_95747_P417000607381,"From$668,950","Trek at Winding Creek 3016 Lemonade Lane, Roseville, CA 95747",4bed,3bath,"2,771sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-7_Trek-at-Winding-Creek_3016-Lemonade-Lane_Roseville_CA_95747_P417000607379,"From$683,950","Trek at Winding Creek 3016 Lemonade Lane, Roseville, CA 95747",5bed,3bath,"2,948sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-4_Cypress-at-Arbor-Bend_1870-Ravine-Lane_Manteca_CA_95337_P417000609168,"From$649,950","Cypress at Arbor Bend 1870 Ravine Lane, Manteca, CA 95337",4bed,3bath,"2,838sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-1_Linden-at-Arbor-Bend_1849-Holland-Lane_Manteca_CA_95337_P417000609159,"From$549,950","Linden at Arbor Bend 1849 Holland Lane, Manteca, CA 95337",3bed,2bath,"1,628sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-6_Meadowlands_163-Cardini-Lane_Lincoln_CA_95648_P417000607391,"From$609,990","Meadowlands 163 Cardini Lane, Lincoln, CA 95648",4bed,3bath,"2,838sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-1_Meadowlands_163-Cardini-Lane_Lincoln_CA_95648_P417000607384,"From$536,990","Meadowlands 163 Cardini Lane, Lincoln, CA 95648",4bed,2bath,"1,910sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-7_Linden-at-Arbor-Bend_1849-Holland-Lane_Manteca_CA_95337_P417000609157,"From$639,950","Linden at Arbor Bend 1849 Holland Lane, Manteca, CA 95337",5bed,3bath,"2,948sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-2_Linden-at-Arbor-Bend_1849-Holland-Lane_Manteca_CA_95337_P417000609160,"From$560,950","Linden at Arbor Bend 1849 Holland Lane, Manteca, CA 95337",3bed,2bath,"1,740sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-1_Cypress-at-Arbor-Bend_1870-Ravine-Lane_Manteca_CA_95337_P417000609165,"From$606,950","Cypress at Arbor Bend 1870 Ravine Lane, Manteca, CA 95337",4bed,2bath,"2,106sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-4_Linden-at-Arbor-Bend_1849-Holland-Lane_Manteca_CA_95337_P417000609161,"From$599,950","Linden at Arbor Bend 1849 Holland Lane, Manteca, CA 95337",4bed,3bath,"2,320sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-2_Meadowlands_163-Cardini-Lane_Lincoln_CA_95648_P417000607387,"From$561,990","Meadowlands 163 Cardini Lane, Lincoln, CA 95648",4bed,2bath,"2,106sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-3_Cypress-at-Arbor-Bend_1870-Ravine-Lane_Manteca_CA_95337_P417000609166,"From$636,950","Cypress at Arbor Bend 1870 Ravine Lane, Manteca, CA 95337",4bed,3bath,"2,527sqft",None
https://www.realtor.com/realestateandhomes-detail/Residence-5_Trek-at-Winding-Creek_3016-Lemonade-Lane_Roseville_CA_95747_P417000607383,"From$650,950","Trek at Winding Creek 3016 Lemonade Lane, Roseville, CA 95747",4bed,3bath,"2,541sqft",None
