Link,Price,Address,CA,Bedroom,Bathroom,Size,Lot,Garage Spaces,Source Property Type,Year Built,Levels or Stories,County,Pool Features:
https://www.realtor.com/realestateandhomes-detail/2104-Emerald-St_San-Diego_CA_92109_M21536-78137,1699000,"2104 Emerald St, San Diego, CA 92109",CA 92109,5,3,2000,6300,2, Detached,1953,1, San Diego,None
https://www.realtor.com/realestateandhomes-detail/12219-Magnolia-St_El-Monte_CA_91732_M98152-07567,868000,"12219 Magnolia St, El Monte, CA 91732",CA 91732,4,3,2156,3074,3, Single Family Residence,2019, Two, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/449-Sumal-Cmn_Livermore_CA_94551_M22171-60073,1115000,"449 Sumal Cmns, Livermore, CA 94551",CA 94551,4,3,1789,1876,, Single Family Residence,2007,2, Alameda,None
https://www.realtor.com/realestateandhomes-detail/4499-Warren-St_Taylorsville_CA_95983_M16184-56874,175000,"4499 Warren St, Taylorsville, CA 95983",CA 95983,2,1,1000,10019,1, Site Built Conventional,1940,2, PLUMAS,None
https://www.realtor.com/realestateandhomes-detail/1899-County-Road-72_Alturas_CA_96101_M99415-61433,155000,"1899 County Road 72, Alturas, CA 96101",CA 96101,2,2,1584,132422,2, Manufactured Home,1982, 1 Story, Modoc,None
https://www.realtor.com/realestateandhomes-detail/526-Francis-St_Bakersfield_CA_93308_M18692-20748,283999,"526 Francis St, Bakersfield, CA 93308",CA 93308,3,2,1603,7107,2, Single Family Residence,1978,1, Kern,None
https://www.realtor.com/realestateandhomes-detail/1441-Paso-Real-Ave-Spc-83_Rowland-Heights_CA_91748_M92136-10887,188000,"1441 S Paso Real Ave Unit 83, Rowland Heights, CA 91748",CA 91748,4,3,1440,4000,, Double Wide,1971,, Los Angeles,"Pool Features: Association, Community, Fenced, In Ground"
https://www.realtor.com/realestateandhomes-detail/1105-Lion-Ln_Frazier-Park_CA_93225_M25954-46136,424900,"1105 Lion Ct, Frazier Park, CA 93225",CA 93225,2,2,2098,11326,2, Single Family Residence,1991, Two, Kern,None
https://www.realtor.com/realestateandhomes-detail/510-Saddle-Brook-Dr_San-Jose_CA_95136_M11821-44591,230000,"510 Saddle Brook Dr Spc 358, San Jose, CA 95136",CA 95136,2,2,2040,None,, Triple Wide Mobile Home,1977,, Santa Clara,None
https://www.realtor.com/realestateandhomes-detail/52270-Sylvan-Way_Idyllwild_CA_92549_M91898-27838,395000,"52270 Sylvan Way, Idyllwild, CA 92549",CA 92549,2,2,1000,21780,,,,, Riverside,None
https://www.realtor.com/realestateandhomes-detail/29576-Lassen-Dr_Cold-Springs_CA_95335_M28427-64636,485000,"29576 Lassen Dr, Cold Springs, CA 95335",CA 95335,3,2.5,1590,10019,1, Single Family,1983,2, Tuolumne,None
https://www.realtor.com/realestateandhomes-detail/7840-Fairfax-Ln_San-Bernardino_CA_92410_M27707-62952,389900,"7840 Fairfax Ln, San Bernardino, CA 92410",CA 92410,3,1,1122,13504,1, Single Family Residence,1949, One, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/1847-E-Avenue-R5_Palmdale_CA_93550_M19661-45581,325000,"1847 E Avenue R5, Palmdale, CA 93550",CA 93550,3,2,1022,6797,2, Single Family Residence,1986, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/3651-Alcove-Way_Clovis_CA_93619_M14193-59402,389000,"3651 Alcove Way, Clovis, CA 93619",CA 93619,4,2.5,1456,2016,, Single Family Residence,2011,2, Fresno,"Pool Features: Pool: Yes, Pool Type: In Ground"
https://www.realtor.com/realestateandhomes-detail/2410-N-Towne-Ave-Unit-53_Pomona_CA_91767_M24566-40435,369000,"2410 N Towne Ave Unit 53, Pomona, CA 91767",CA 91767,2,2,1022,202990,2, Condominium,1987,, Los Angeles,"Pool Features: In Ground, Gunite, Community"
https://www.realtor.com/realestateandhomes-detail/6352-W-Elowin-Ave_Visalia_CA_93291_M29908-00334,515000,"6352 W Elowin Ave, Visalia, CA 93291",CA 93291,6,5,2516,8599,, Tract,,, Tulare,None
https://www.realtor.com/realestateandhomes-detail/3963-Sunny-Springs-Way_Palm-Springs_CA_92262_M22944-83572,609900,"3963 Sunny Springs Way, Palm Springs, CA 92262",CA 92262,2,3,2825,7405,2, Single Family Residence,2009,1, Riverside,"Pool Features: Location: Community, Pool Description: Community, Gunite, In Ground"
https://www.realtor.com/realestateandhomes-detail/15828-Larkspur-St_Sylmar_CA_91342_M14524-31415,690000,"15828 Larkspur St, Sylmar, CA 91342",CA 91342,4,2.5,1884,129373,2, Single Family Residence,1993, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/30210-Powderhorn-Ln_Murrieta_CA_92563_M14862-21045,634900,"30210 Powderhorn Ln, Murrieta, CA 92563",CA 92563,4,2,2628,7841,2, Single Family Residence,2014, One, Riverside,None
https://www.realtor.com/realestateandhomes-detail/18324-Clark-St-Unit-107_Tarzana_CA_91356_M10708-01812,575000,"18324 Clark St Unit 107, Tarzana, CA 91356",CA 91356,2,2,1539,83200,, Condominium,1981,3, Los Angeles,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/41729-Granite-Ridge-Rd_Shaver-Lake_CA_93664_M15830-54321,829000,"41729 Granite Ridge Rd, Shaver Lake, CA 93664",CA 93664,4,2,1942,39204,, Single Family Residence,1994,2, Fresno,None
https://www.realtor.com/realestateandhomes-detail/73075-Indian-Valley-Rd_San-Miguel_CA_93451_M12056-78630,899000,"73075 Indian Valley Rd, San Miguel, CA 93451",CA 93451,4,2,1931,871200,12, Manufactured On Land,2004, One, Monterey,None
https://www.realtor.com/realestateandhomes-detail/3307-Via-Carrizo-Unit-B_Laguna-Woods_CA_92637_M24695-98131,279900,"3307 Via Carrizo Unit B, Laguna Woods, CA 92637",CA 92637,2,2,1079,43560,, Condominium,1973, One, Orange,"Pool Features: Association, Exercise Pool, In Ground, Lap"
https://www.realtor.com/realestateandhomes-detail/20233-Skyline-Blvd_Los-Gatos_CA_95033_M29944-57288,1799000,"20233 Skyline Blvd, Los Gatos, CA 95033",CA 95033,4,2.5,2574,1619125,2, Single Family,1975,2, Santa Cruz,None
https://www.realtor.com/realestateandhomes-detail/114-Don-Miguel-Cir_Palm-Desert_CA_92260_M11157-64073,379500,"114 Don Miguel Cir, Palm Desert, CA 92260",CA 92260,2,2,1303,2614,2, Condominium,1995,1, Riverside,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/26334-Oak-Highland-Dr-Unit-A_Newhall_CA_91321_M11119-72913,329950,"26334 Oak Highland Dr Unit A, Newhall, CA 91321",CA 91321,2,2,909,592416,, Triplex,1974, One, Los Angeles,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/12837-Sutter-Creek-Rd_Sutter-Creek_CA_95685_M26326-57325,995000,"12837 Sutter Creek Rd, Sutter Creek, CA 95685",CA 95685,4,4.5,4307,217800,2, Single Family Residence,1992,2, Amador,"Pool Features: Pool Type: Built-In, Pool Cover"
https://www.realtor.com/realestateandhomes-detail/2033-Flora-Vis_Needles_CA_92363_M28297-03152,110000,"2033 Flora Vis, Needles, CA 92363",CA 92363,4,2,1200,10890,1, Single Family Residence,1954, One, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/22027-Widgeon-Ct_Burney_CA_96013_M14465-74945,609950,"22027 Widgeon Ct, Burney, CA 96013",CA 96013,3,3,2192,223463,, Single Family,1982, Two, Shasta,None
https://www.realtor.com/realestateandhomes-detail/3204-Back-Cir_Sacramento_CA_95821_M21515-34535,350000,"3204 Back Cir, Sacramento, CA 95821",CA 95821,3,1,1014,5663,2, Single Family Residence,1954,1, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/1023-W-Euclid-Ave_El-Centro_CA_92243_M17970-11854,219990,"1023 W Euclid Ave, El Centro, CA 92243",CA 92243,2,1,1172,7362,,,1925,1, IMPERIAL,None
https://www.realtor.com/realestateandhomes-detail/1904-Silverwood-Ave_Modesto_CA_95350_M25048-33401,385000,"1904 Silverwood Ave, Modesto, CA 95350",CA 95350,3,2,1162,5998,2, Single Family Residence,1960,1, Stanislaus,None
https://www.realtor.com/realestateandhomes-detail/16276-Summit-Way_Delhi_CA_95315_M15537-95482,385000,"16276 Summit Way, Delhi, CA 95315",CA 95315,4,2,1674,6168,3, Single Family Residence,1999,1, Merced,None
https://www.realtor.com/realestateandhomes-detail/61642-El-Cajon-Dr_Joshua-Tree_CA_92252_M15326-95499,399000,"61642 El Cajon Dr, Joshua Tree, CA 92252",CA 92252,2,1.5,1220,7840,2, Single Family Residence,1979,1, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/1412-Monte-Grosso-Ct_Merced_CA_95340_M19361-81318,425000,"1412 Monte Grosso Ct, Merced, CA 95340",CA 95340,4,2,1743,10890,2, Single Family Residence,1983, One, Merced,"Pool Features: Private, Gunite"
https://www.realtor.com/realestateandhomes-detail/6166-Orange-Knoll-Ave_San-Bernardino_CA_92404_M10536-86013,398000,"6166 Orange Knoll Ave, San Bernardino, CA 92404",CA 92404,3,2,1338,9047,2, Single Family Residence,1962, One, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/2413-Maestro-Way_Modesto_CA_95355_M26178-50152,429900,"2413 Maestro Way, Modesto, CA 95355",CA 95355,3,2,1348,5502,3, Single Family Residence,2001,1, Stanislaus,None
https://www.realtor.com/realestateandhomes-detail/1020-Hedstrom-Rd_Turlock_CA_95382_M21820-24955,535000,"1020 Hedstrom Rd, Turlock, CA 95382",CA 95382,3,2,1778,7340,2, Single Family Residence,1986,1, Stanislaus,"Pool Features: Pool Type: Built-In, On Lot, Dark Bottom, Pool Sweep, Electric Heat, Pool/Spa Combo, Fenced, Gunite Construction"
https://www.realtor.com/realestateandhomes-detail/9392-Pioneer-Cir_Stockton_CA_95212_M27792-05904,498700,"9392 Pioneer Cir, Stockton, CA 95212",CA 95212,3,2,1525,10019,3, Single Family Residence,1999,1, San Joaquin,"Pool Features: Pool Type: Built-In, On Lot, Pool Sweep, Pool/Spa Combo"
https://www.realtor.com/realestateandhomes-detail/2175-Valley-Meadow-Dr_Oak-View_CA_93022_M27929-54592,1347000,"2175 Valley Meadow Dr, Oak View, CA 93022",CA 93022,4,2.5,2457,55321,2, Single Family Residence,1964, Two, Ventura,None
https://www.realtor.com/realestateandhomes-detail/5524-W-Modoc-Ave_Visalia_CA_93291_M22295-00696,525000,"5524 Modoc Ave W, Visalia, CA 93291",CA 93291,4,2.5,2646,9520,3, Single Family Residence,2003,1, Tulare,None
https://www.realtor.com/realestateandhomes-detail/9527-Hickory-St_Los-Angeles_CA_90002_M18643-91185,495000,"9527 Hickory St, Los Angeles, CA 90002",CA 90002,3,1,1028,4185,, Single Family Residence,1925, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/1400-12th-St_Los-Osos_CA_93402_M22570-64929,719000,"1400 12th St, Los Osos, CA 93402",CA 93402,3,2,1527,9375,2, Single Family Residence,1985, One, San Luis Obispo,None
https://www.realtor.com/realestateandhomes-detail/72698-Bursera-Way-Unit-2_Palm-Desert_CA_92260_M15985-81624,240000,"72698 Bursera Way Unit 2, Palm Desert, CA 92260",CA 92260,2,1,840,447,1, Condominium,1971,, Riverside,"Pool Features: Location: Community, Pool Description: Community"
https://www.realtor.com/realestateandhomes-detail/Residence-2537_Saddlewood-at-Audie-Murphy-Ranch_24066-Kerrigan-Drive_Menifee_CA_92587_P417000618006,556490,"Saddlewood at Audie Murphy Ranch 24066 Kerrigan Drive, Menifee, CA 92587",CA 92587,5,3,2537,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/2010-W-San-Marcos-Blvd-Unit-31_San-Marcos_CA_92078_M27964-89782,514900,"2010 W San Marcos Blvd Unit 31, San Marcos, CA 92078",CA 92078,2,2,1440,4933,2, Manufactured On Land,1988, One, San Diego,None
https://www.realtor.com/realestateandhomes-detail/2304-Ruthland-Ct_Brentwood_CA_94513_M11162-67543,995000,"2304 Rutland Ct, Brentwood, CA 94513",CA 94513,4,3,2959,10890,3, Detached,2014,1, Contra Costa,Pool Features: PoolFeatures: Hot Tub
https://www.realtor.com/realestateandhomes-detail/1755-Canyon-Vista-Dr_Azusa_CA_91702_M22870-08769,750000,"1755 Canyon Vista Dr, Azusa, CA 91702",CA 91702,3,2.5,1778,2500,2, Single Family Residence,1999, Two, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/25-Penhurst-Ave_Daly-City_CA_94015_M12131-41601,1398000,"25 Penhurst Ave, Daly City, CA 94015",CA 94015,3,2,1210,3993,1, Single Family,1971,1, San Mateo,None
https://www.realtor.com/realestateandhomes-detail/25942-Avenida-Mariposa_San-Juan-Capistrano_CA_92675_M23187-68341,1050000,"25942 Avenida Mariposa, San Juan Capistrano, CA 92675",CA 92675,4,2,1661,7656,2, Single Family Residence,1966, One, Orange,None
https://www.realtor.com/realestateandhomes-detail/160-London-Ct_San-Bruno_CA_94066_M17806-40672,1600000,"160 London Ct, San Bruno, CA 94066",CA 94066,4,2.5,2230,5000,2, Single Family,1963,2, San Mateo,None
https://www.realtor.com/realestateandhomes-detail/14601-Big-Basin-Way_Saratoga_CA_95070_M25526-35761,1290000,"14601 Big Basin Way, Saratoga, CA 95070",CA 95070,2,2.5,1482,682,2, Condo,1988,3, Santa Clara,None
https://www.realtor.com/realestateandhomes-detail/Residence-2537_Mountainview_Lytle-Creek-Road-and-Summit-Avenue_Fontana_CA_92336_P417000617902,700991,"Mountainview Lytle Creek Road and Summit Avenue, Fontana, CA 92336",CA 92336,4,3,2537,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/Residence-2617_Mountainview_Lytle-Creek-Road-and-Summit-Avenue_Fontana_CA_92336_P417000617903,738338,"Mountainview Lytle Creek Road and Summit Avenue, Fontana, CA 92336",CA 92336,4,3.5,2617,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/651-Wilcox-Ave-Unit-2C_Los-Angeles_CA_90004_M21551-85558,829900,"651 Wilcox Ave Unit 2C, Los Angeles, CA 90004",CA 90004,2,2.5,1574,None,2, Condominium,1972, One, Los Angeles,Pool Features: Association
https://www.realtor.com/realestateandhomes-detail/Affirm_Kindred-Balfour_131-Summerset-Dr_Brentwood_CA_94513_P417000627956,629490,"Kindred  Balfour 131 Summerset Dr., Brentwood, CA 94513",CA 94513,2,2,1622,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/Unite_Kindred-Balfour_131-Summerset-Dr_Brentwood_CA_94513_P417000627957,609490,"Kindred  Balfour 131 Summerset Dr., Brentwood, CA 94513",CA 94513,2,2,1448,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/Venture_Kindred-Balfour_131-Summerset-Dr_Brentwood_CA_94513_P417000627958,667990,"Kindred  Balfour 131 Summerset Dr., Brentwood, CA 94513",CA 94513,3,2,2048,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/Residence-1508_Meadowlark-Pointe_35741-Starling-Avenue_Murrieta_CA_92563_P417000627057,431490,"Meadowlark Pointe 35741 Starling Avenue, Murrieta, CA 92563",CA 92563,3,2.5,1508,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/Residence-1576_Mountainview_Lytle-Creek-Road-and-Summit-Avenue_Fontana_CA_92336_P417000617899,613490,"Mountainview Lytle Creek Road and Summit Avenue, Fontana, CA 92336",CA 92336,3,2,1576,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/Explore_Kindred-Balfour_131-Summerset-Dr_Brentwood_CA_94513_P417000627955,642990,"Kindred  Balfour 131 Summerset Dr., Brentwood, CA 94513",CA 94513,2,2,1868,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/Vantage_Kindred-Balfour_131-Summerset-Dr_Brentwood_CA_94513_P417000627959,682490,"Kindred  Balfour 131 Summerset Dr., Brentwood, CA 94513",CA 94513,3,3,2134,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/3763-Mulberry-St_San-Jacinto_CA_92582_M12953-31711,455000,"3763 Mulberry St, San Jacinto, CA 92582",CA 92582,3,2.5,2346,6970,2, Single Family Residence,2017, Two, Riverside,None
https://www.realtor.com/realestateandhomes-detail/27587-Concord-Ln_Romoland_CA_92585_M19014-87429,489900,"27587 Concord Ln, Menifee, CA 92585",CA 92585,3,2,1732,7405,2, Single Family Residence,1999, One, Riverside,None
https://www.realtor.com/realestateandhomes-detail/150-Sayre-St_Lakeport_CA_95453_M29376-14469,340000,"150 Sayre St, Lakeport, CA 95453",CA 95453,3,2,1462,7982,1, Single Family Residence,1954, One, Lake,None
https://www.realtor.com/realestateandhomes-detail/12373-Los-Moras-Way_Victorville_CA_92392_M17732-79134,400000,"12373 Los Moras Way, Victorville, CA 92392",CA 92392,4,4,3098,7200,3, Single Family Residence,2006, Two, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/29-Bella-Donaci_Lake-Elsinore_CA_92532_M29258-53656,590000,"29 Bella Donaci, Lake Elsinore, CA 92532",CA 92532,4,3,2279,8712,2, Single Family Residence,1994, Two, Riverside,Pool Features: Association
https://www.realtor.com/realestateandhomes-detail/215-N-Princeton-Ave_Fullerton_CA_92831_M25651-92274,638000,"215 N Princeton Ave, Fullerton, CA 92831",CA 92831,3,2,1888,6250,2, Single Family Residence,1949, One, Orange,None
https://www.realtor.com/realestateandhomes-detail/23906-Fair-Weather-Dr_Canyon-Lake_CA_92587_M26831-40572,549000,"23906 Fair Weather Dr, Canyon Lake, CA 92587",CA 92587,3,2,1661,7405,2, Single Family Residence,1985, Two, Riverside,None
https://www.realtor.com/realestateandhomes-detail/1938-W-Culver-Ave-Unit-3_Orange_CA_92868_M12886-60009,553900,"1938 W Culver Ave Unit 3, Orange, CA 92868",CA 92868,2,2.5,1240,882,2, Single Family Residence,1982, Two, Orange,"Pool Features: Association, Community"
https://www.realtor.com/realestateandhomes-detail/17801-Morning-Rock-Cir_Riverside_CA_92503_M29616-37184,599900,"17801 Morning Rock Cir, Riverside, CA 92503",CA 92503,3,2.5,1880,17860,3, Single Family Residence,1998, Two, Riverside,None
https://www.realtor.com/realestateandhomes-detail/9322-Pace-Ave_Los-Angeles_CA_90002_M19795-05682,549900,"9322 Pace Ave, Los Angeles, CA 90002",CA 90002,3,1,1060,4748,1, Single Family Residence,1924, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/16655-Porter-Ave_Riverside_CA_92504_M23360-19691,615000,"16655 Porter Ave, Woodcrest, CA 92504",CA 92504,3,2,1566,105851,2, Single Family Residence,1971, One, Riverside,None
https://www.realtor.com/realestateandhomes-detail/Coralroot_Sendero-Ranch_Old-River-Road-Panama-Lane_Bakersfield_CA_93311_P417000622553,409990,"Sendero Ranch Old River Road & Panama Lane, Bakersfield, CA 93311",CA 93311,3,2,1896,None,,,,,,None
https://www.realtor.com/realestateandhomes-detail/29322-Summer-House-Ln_Lake-Elsinore_CA_92530_M15822-91697,449000,"29322 Summer House Ln, Lake Elsinore, CA 92530",CA 92530,3,2,1387,3485,2, Single Family Residence,2018, One, Riverside,None
https://www.realtor.com/realestateandhomes-detail/3184-Kilkenny-Dr_Riverside_CA_92503_M28149-95700,550000,"3184 Kilkenny Dr, Riverside, CA 92503",CA 92503,4,3,1178,6534,, Single Family Residence,1977, One, Riverside,"Pool Features: Private, In Ground"
https://www.realtor.com/realestateandhomes-detail/18326-E-Renwick-Rd_Azusa_CA_91702_M16397-88646,579900,"18326 E Renwick Rd, Azusa, CA 91702",CA 91702,3,2,1165,5852,2, Single Family Residence,1955, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/80595-Key-Largo-Dr_Indio_CA_92201_M16281-53142,620000,"80595 Key Largo Dr, Indio, CA 92201",CA 92201,4,2.5,2119,6970,2, Single Family Residence,2003, One, Riverside,"Pool Features: Private, Gunite, In Ground"
https://www.realtor.com/realestateandhomes-detail/1521-El-Paso-Dr_Norco_CA_92860_M26071-91511,969000,"1521 El Paso Dr, Norco, CA 92860",CA 92860,4,3,3065,22651,3, Single Family Residence,2001, Two, Riverside,None
https://www.realtor.com/realestateandhomes-detail/494-20th-Ave_San-Francisco_CA_94121_M28484-09830,1595000,"494 20th Ave, San Francisco, CA 94121",CA 94121,5,3,2376,1437,1, Single Family,1916,3, San Francisco,None
https://www.realtor.com/realestateandhomes-detail/48-Dovetail_Irvine_CA_92603_M21124-23362,725000,"48 Dovetail, Irvine, CA 92603",CA 92603,2,2,1335,1500,2, Condominium,2003, Three Or More, Orange,Pool Features: Community
https://www.realtor.com/realestateandhomes-detail/24647-Gleneagles-Dr_Corona_CA_92883_M24077-15022,719000,"24647 Gleneagles Dr, Corona, CA 92883",CA 92883,2,2,1758,4356,2, Single Family Residence,2004, One, Riverside,"Pool Features: Association, Community, Exercise Pool, Filtered, Heated, In Ground, Indoor, Lap"
https://www.realtor.com/realestateandhomes-detail/33031-Surfrider-Ct_San-Juan-Capistrano_CA_92675_M23539-10125,799900,"33031 Surfrider Ct, San Juan Capistrano, CA 92675",CA 92675,3,2,1285,1925,2, Single Family Residence,1979, One, Orange,"Pool Features: Association, Indoor, Lap"
https://www.realtor.com/realestateandhomes-detail/1204-W-Puente-Ave_West-Covina_CA_91790_M19978-36673,750000,"1204 W Puente Ave, West Covina, CA 91790",CA 91790,3,2,1382,7303,2, Single Family Residence,1954, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/18709-E-Petunia-St_Azusa_CA_91702_M18756-82063,649000,"18709 E Petunia St, Azusa, CA 91702",CA 91702,4,2,1470,6172,1, Single Family Residence,1955, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/14582-Raintree-Ln_Tustin_CA_92780_M10247-68498,875000,"14582 Raintree Ln, Tustin, CA 92780",CA 92780,4,2,1667,6000,2, Single Family Residence,1975, One, Orange,None
https://www.realtor.com/realestateandhomes-detail/5209-W-Avenue-M8_Lancaster_CA_93536_M13016-45188,449900,"5209 W Avenue M8, Lancaster, CA 93536",CA 93536,3,2.5,1498,28314,4, Single Family Residence,1976, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/37309-Downing-St_Palmdale_CA_93550_M19949-14889,349999,"37309 Downing St, Palmdale, CA 93550",CA 93550,3,2,1485,7084,2, Single Family Residence,1992, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/1127-W-Cherry-Ct_Visalia_CA_93277_M28797-21079,339000,"1127 Cherry Ct W, Visalia, CA 93277",CA 93277,3,2,1640,8397,2, Single Family Residence,1977,1, Tulare,None
https://www.realtor.com/realestateandhomes-detail/85-Sunrise-Mountain-Rd_Cazadero_CA_95421_M13911-84976,449000,"85 Sunrise Mountain Rd, Cazadero, CA 95421",CA 95421,2,1,894,91476,, Single Family Residence,1957,1, Sonoma,None
https://www.realtor.com/realestateandhomes-detail/37254-113th-St-E_Littlerock_CA_93543_M25982-13231,565000,"37254 113th St E, Littlerock, CA 93543",CA 93543,5,3,2335,110642,2, Single Family Residence,2007, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/1509-Glenn-Ave_Modesto_CA_95358_M15548-01876,285000,"1509 Glenn Ave, Modesto, CA 95358",CA 95358,2,1,890,6268,1, Single Family Residence,1953,1, Stanislaus,None
https://www.realtor.com/realestateandhomes-detail/41557-Via-Arleta_Indio_CA_92203_M29144-29824,374500,"41557 Via Arleta, Indio, CA 92203",CA 92203,2,2,1463,5662,2, Single Family Residence,2005,1, Riverside,None
https://www.realtor.com/realestateandhomes-detail/30-Paddle-Ct_Sacramento_CA_95833_M13608-74405,360000,"30 Paddle Ct, Sacramento, CA 95833",CA 95833,3,2,1365,4312,1, Halfplex,1979,1, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/795-S-Harris-St_Hanford_CA_93230_M18594-66516,219900,"795 Harris St S, Hanford, CA 93230",CA 93230,3,1,1086,10454,1, Single Family Residence,1962,1, Kings,None
https://www.realtor.com/realestateandhomes-detail/1439-Ross-St_Wrightwood_CA_92397_M17066-11220,401000,"1439 Ross St, Wrightwood, CA 92397",CA 92397,2,2.5,1277,4775,, Single Family Residence,2004, Two, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/43671-Tennessee-Ave_Palm-Desert_CA_92211_M20523-81386,425000,"43671 Tennessee Ave, Palm Desert, CA 92211",CA 92211,3,2,1691,6098,2, Single Family Residence,1983,1, Riverside,None
https://www.realtor.com/realestateandhomes-detail/407-Jacaranda-Pl_Fullerton_CA_92832_M23915-70249,779000,"407 Jacaranda Pl, Fullerton, CA 92832",CA 92832,2,2,1120,3900,1, Single Family Residence,1924, One, Orange,None
https://www.realtor.com/realestateandhomes-detail/8241-Primoak-Way_Elk-Grove_CA_95758_M15791-75148,615000,"8241 Primoak Way, Elk Grove, CA 95758",CA 95758,3,2.5,1815,6456,3, Single Family Residence,1997,2, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/Hesperia_CA_92345_M24433-21637,250000,,,2,1,934,5600,1, Single Family Residence,1968,1, San Bernardino,None
https://www.realtor.com/realestateandhomes-detail/307-Q-St_Merced_CA_95341_M95822-11659,299999,"307 Q St, Merced, CA 95341",CA 95341,16,8,2400,7499,, Multi-Family,1900, One, Merced,None
https://www.realtor.com/realestateandhomes-detail/4543-E-Talmadge-Dr_San-Diego_CA_92116_M19086-31820,1385000,"4543 E Talmadge Dr, San Diego, CA 92116",CA 92116,3,2.5,1772,10890,2, Single Family Residence,1936, Two, San Diego,None
https://www.realtor.com/realestateandhomes-detail/12754-Blueblanc-Way_Rancho-Cordova_CA_95742_M95751-07272,859900,"12754 Blueblanc Way, Rancho Cordova, CA 95742",CA 95742,4,3.5,3312,5985,3, Single Family Residence,2020,2, Sacramento,None
https://www.realtor.com/realestateandhomes-detail/153-Velasco-St_Los-Angeles_CA_90063_M11604-42606,549999,"153 Velasco St, Los Angeles, CA 90063",CA 90063,3,1,870,3276,, Single Family Residence,1923, One, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/422-Hopkins-Ct_El-Sobrante_CA_94803_M18525-58469,948888,"422 Hopkins Ct, El Sobrante, CA 94803",CA 94803,4,2.5,2470,13504,2, Detached,2001,2, Contra Costa,None
https://www.realtor.com/realestateandhomes-detail/1881-Mitchell-Ave-Unit-35_Tustin_CA_92780_M29874-24574,449500,"1881 Mitchell Ave Unit 35, Tustin, CA 92780",CA 92780,2,2,1051,None,1, Townhouse,1963, One, Orange,Pool Features: Association
https://www.realtor.com/realestateandhomes-detail/15248-Clark-St-Unit-107_Sherman-Oaks_CA_91411_M13308-47930,865000,"15248 Clark St Unit 107, Sherman Oaks, CA 91411",CA 91411,3,3,1793,10454,2, Townhouse,2004, Three Or More, Los Angeles,None
https://www.realtor.com/realestateandhomes-detail/9525-Mandeville-Rd_Santee_CA_92071_M25435-65799,820000,"9525 Mandeville Rd, Santee, CA 92071",CA 92071,4,3,2209,7800,2, Detached,1959,2, San Diego,Pool Features: Below Ground
https://www.realtor.com/realestateandhomes-detail/81683-Charismatic-Way_La-Quinta_CA_92253_M96818-46708,799900,"81683 Charismatic Way, La Quinta, CA 92253",CA 92253,4,3.5,2643,9148,3, Single Family Residence,2005,1, Riverside,"Pool Features: Heated, In Ground, Private, Salt Water"
https://www.realtor.com/realestateandhomes-detail/8005-Morocco-Dr_La-Mesa_CA_91942_M18458-38707,798000,"8005 Morocco Dr, La Mesa, CA 91942",CA 91942,4,3,1850,6800,, Detached,1962,, San Diego,None
https://www.realtor.com/realestateandhomes-detail/713-E-Berkeley-St_Santa-Ana_CA_92707_M19889-23112,644900,"713 E Berkeley St, Santa Ana, CA 92707",CA 92707,4,2,1228,6832,2, Single Family Residence,1955, One, Orange,None
