https://www.realtor.com/realestateandhomes-detail/25391-Franklin-Dr_Idyllwild_CA_92549_M18804-42686,450000,"25391 Franklin Dr, Idyllwild, CA 92549",CA 92549,2,2,"1,167",8276,Bedrooms: 2,Bedrooms On Main Level: 2,Total Bathrooms: 2,Full Bathrooms: 1,3/4 Bathrooms: 1,Bathrooms On Main Level: 2,"Bathroom 1 Features: Bathtub, Shower, Shower in Tub",Attic Fan,Beamed Ceilings,Ceiling Fan(s),Granite Counters,High Ceilings,Unfurnished,"Flooring: Vinyl, Wood","Window Features: Blinds, Custom Covering, French/Mullioned, Screens","Kitchen Appliances: Disposal, Gas Range, Refrigerator, Water Heater",Appliances YN: Y,"Laundry Features: Dryer Included, Individual Room, Inside, Propane Dryer Hookup, Washer Hookup, Washer Included","All Bedrooms Down, Galley Kitchen, Laundry, Living Room, Main Floor Bedroom, Main Floor Master Bedroom, Master Suite",Fireplace Features: Fireplace: Y,"Heating Features: Central, Fireplace(s)",Heating: Yes,Breakfast Room Description: Dining Room,"Kitchen Features: Granite Counters, Kitchen Island","Patio And Porch Features: Patio YN: Y, Patio And Porch Features: Front Porch","Road Surface Type: Maintained, Paved","Lot Description: 0-1 Unit/Acre, Treed Lot",Lot Size Acres: 0.1899908,Lot Size Source: Assessor,Lot Size Square Feet: 8276,Garage Spaces: 2,Garage Description: Detached,"Parking Features: Parking YN: Y, Parking Features: Paved, Driveway Up Slope From Street, Garage, Garage Faces Front, Garage - Single Door, Workshop in Garage",Parking Total: 4,View: View: Y,School District: Hemet Unified,Calculated Total Monthly Association Fees: 0,"Community Features: BLM/National Forest, Hiking, Horse Trails, Mountainous, Preserve/Public Land, Rural",Source Listing Status: Active,County: Riverside,Directions: Best to use GPS,Source Property Type: Single Family Residence,Area: 222 - Idyllwild,Source Neighborhood: 222 - Idyllwild,Parcel Number: 560102022,Zoning: R-1A-20000,Source System Name: C2C,Total Square Feet Living: 1167.00,Year Built: 1959,Common Walls: No Common Walls,"Construction Materials: Stone, Wood Siding",Direction Faces: West,Foundation Details: Raised,Living Area Source: Assessor,Property Age: 62,Property Condition: Turnkey,Roof: Composition,Levels or Stories: One,Building Total Stories: 1,House Style: Cottage,Year Built Source: Assessor,Architectural Style: Single Family Residence,No Interior Steps,Sewer: Septic Type Unknown,Cable Connected,Electricity Connected,Propane,Water Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/969-Turquoise-St_Vacaville_CA_95687_M11641-69078,649000,"969 Turquoise St, Vacaville, CA 95687",CA 95687,4,3,"1,990",8181,Bedrooms: 4,Master Bedroom Features: Walk-In Closet,Total Rooms: 8,Family Room Description: Cathedral/Vaulted,Living Room Description: Cathedral/Vaulted,Total Bathrooms: 3.00,Full Bathrooms: 3,"Master Bathroom Features: Double Sinks, Low-Flow Toilet(s), Shower Stall(s), Tile, Tub","Bathroom 1 Features: Tile, Tub w/Shower Over",Cathedral Ceiling,"Main Level Rooms: Bedroom(s), Dining Room, Family Room, Full Bath(s), Garage, Kitchen, Living Room","Upper Level Rooms: Bedroom(s), Full Bath(s), Master Bedroom","Interior Amenities: Dining Room, Family Room, Kitchen, Living Room, Master Bathroom, Master Bedroom, Sun Room","Flooring: Carpet, Laminate",Dishwasher,Disposal,Free Standing Gas Oven,Microwave,Laundry Features: Laundry Closet,"Cooling Features: Ceiling Fan(s), Central","Fireplace Features: Fireplace: Brick, Family Room, Wood Stove",Heating Features: Central,Number of Fireplaces: 1,Dining Room Features: Formal Area,"Kitchen Features: Breakfast Area, Island, Pantry Cabinet, Quartz Counter",Fencing: Full,Patio And Porch Features: Front Porch,Spa Features: Spa/Hot Tub Built-In,Spa: Yes,"Lot Description: Auto Sprinkler F&R, Landscape Front",Lot Dimensions Source: Acres,Lot Size Acres: 0.1878099,Lot Size Source: Assessor Auto-Fill,Lot Size Square Feet: 8181,"Driveway: Paved Driveway, Paved Sidewalk",Garage Spaces: 2,"Parking Features: Garage Door Opener, Garage Facing Front",Parking Total: 2,Association: No,Calculated Total Monthly Association Fees: 0,Elementary School District: Travis Unified,High School District: Travis Unified,School District: Solano,Middle or Junior School District: Travis Unified,Source Listing Status: Active,County: Solano,Cross Street: Celestine,"Directions: Foxboro Parkway to Westgate Dr. turn right on to Westgate down to Celestine, turn left to Turquoise","Disclaimer: Information has not been verified, is not guaranteed, and is subject to change. Copyright Â© 2021 Bay Area Real Estate Information Services, Inc. All rights reserved. Copyright 2021 Rapattoni Corporation. All rights reserved.",Source Property Type: Single Family Residence,Area: Vacaville 4,Source Neighborhood: Vacaville 4,Parcel Number: 0136-581-090,Postal Code Plus 4: 7859,Property Subtype: Residential,Source System Name: C2C,Total Square Feet Living: 1990,Year Built: 1995,Living Area Source: Owner,Property Age: 26,Property Condition: Stucco,Roof: Tile,Levels or Stories: 2,Structure Type: Detached,House Style: Contemporary,Year Built Source: Owner,Electric: 220 Volts,Sewer: Public Sewer,Cable Available,Internet Available,Water Source: Public,"Green Energy Efficient: Cooling, Heating","Security Features: Carbon Mon Detector, Smoke Detector",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/27654-Ironstone-Dr-Apt-3_Canyon-Country_CA_91387_M11838-92575,430000,"27654 Ironstone Dr Apt 3, Canyon Country, CA 91387",CA 91387,2,2.5,"1,262",76665.6,Bedrooms: 2,Total Bathrooms: 3,Full Bathrooms: 2,1/2 Bathrooms: 1,Bathrooms On Main Level: 1,2 Staircases,Crown Molding,Granite Counters,Recessed Lighting,Two Story Ceilings,"Flooring: Carpet, Laminate",Dishwasher,Free-Standing Range,Laundry Features: In Garage,"All Bedrooms Up, Family Room, Kitchen, Master Bedroom",Granite Counters,Kitchen Open to Family Room,Cooling Features: Central Air,Fireplace Features: Family Room,"Heating Features: Central, Fireplace(s)",Heating: Yes,"Pool Features: Association, Community","Spa Features: Association, Community",Spa: Yes,Attached Garage: Yes,Carport Spaces: 2,Garage Spaces: 2,"Parking Features: Garage, Garage Faces Rear",Parking Total: 4,Patio And Porch Features: Concrete,Road Frontage Type: City Street,Road Surface Type: Maintained,Lot Size Acres: 1.7621671,Lot Size Source: Assessor,Lot Size Units: Square Feet,Lot Size Square Feet: 76760,Pool,Spa/Hot Tub,Playground,Maintenance Grounds,Trash,Water,"Community Features: Street Lights, Suburban",Association: Yes,"Association Amenities: Pool, Spa/Hot Tub, Playground, Maintenance Grounds, Trash, Water",Association Fee: 309,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 309,Association Name: Tres Robles,Association Phone: 6612954900,Dogs Allowed: Yes,School District: William S. Hart Union,Source Listing Status: Active,County: Los Angeles,Directions: Google Maps,Source Property Type: Townhouse,Area: CAN2 - Canyon Country 2,Property Subtype: townhouse,Source Neighborhood: Tres Robles (TRES),Parcel Number: 2844002037,Postal Code Plus 4: 5611,Subdivision: Tres Robles (TRES),Zoning: SCUR3,Management Company: Valencia Management Co.,Source System Name: C2C,Total Square Feet Living: 1262.00,Year Built: 1983,Common Walls: 2+ Common Walls,Construction Materials: Stucco,Foundation Details: Slab,Living Area Source: Assessor,Living Area Units: Square Feet,Property Age: 38,Property Attached: Yes,Property Condition: Turnkey,Roof: Tile,Levels or Stories: Three Or More,Structure Type: House,House Style: Spanish,Year Built Source: Assessor,Sewer: Public Sewer,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/5841-Topanga-Canyon-Pl_Woodland-Hills_CA_91367_M29423-92030,798888,"5841 Topanga Canyon Pl, Woodland Hills, CA 91367",CA 91367,3,2.5,"2,105",35283.6,Bedrooms: 3,Total Bathrooms: 3,Full Bathrooms: 2,1/2 Bathrooms: 1,"Bathroom 1 Features: Double Sinks In Master Bath, Granite Counters, Remodeled, Upgraded",Balcony,Cathedral Ceiling(s),Copper Plumbing Full,Crown Molding,High Ceilings,Living Room Balcony,Storage,Window Features: Double Pane Windows,Barbecue,Dishwasher,Electric Range,Microwave,Refrigerator,"Laundry Features: Dryer Included, In Closet, Washer Included","Converted Bedroom, Family Room, Master Bathroom, Master Suite, Multi-Level Bedroom, Office",Quartz Counters,Remodeled Kitchen,Breakfast Room Description: Dining Room,Cooling Features: Central Air,"Fireplace Features: Living Room, Master Bedroom",Barbecue Private,Patio And Porch Features: Concrete,Pool Features: Community,Attached Garage: Yes,Garage Spaces: 2,"Parking Features: Garage - Two Door, Private",Parking Total: 2,Lot Size Acres: 0.8050964,Lot Size Source: Assessor,Lot Size Units: Square Feet,Lot Size Square Feet: 35070,"View: City Lights, Hills",Security Features: Gated Community,Pool,"Community Features: Curbs, Dog Park",Association: Yes,Association Amenities: Pool,Association Fee: 575,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 575,Association Name: Topanga Cyn Townhome COA,Association Phone: 8184367570,Elementary School: Woodlake,High School: Taft,Middle School: Woodland Hills,School District: Los Angeles Unified,Source Listing Status: Active,County: Los Angeles,"Directions: Exist Topanga Blvd, before Oxnard turn left.",Source Property Type: Townhouse,Area: WHLL - Woodland Hills,Property Subtype: townhouse,Source Neighborhood: WHLL - Woodland Hills,Parcel Number: 2146017024,Zoning: LARD2,Management Company: Icon Realty Services Inc,Source System Name: C2C,Total Square Feet Living: 2105.00,Year Built: 1979,Common Walls: 1 Common Wall,Living Area Source: Assessor,Living Area Units: Square Feet,Property Age: 42,Property Attached: Yes,Roof: Tile,Levels or Stories: Multi/Split,Building Total Stories: 3,Structure Type: House,Year Built Source: Assessor,Electric: 220 Volts,Sewer: Public Sewer,Electricity Connected,Natural Gas Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/31535-Lindero-Canyon-Rd-Unit-12_Westlake-Vlg_CA_91361_M26062-81813,449000,"31535 Lindero Canyon Rd Unit 12, Westlake Village, CA 91361",CA 91361,2,2,"1,134",465220.8,Bedrooms: 2,Total Bathrooms: 2.00,Full Bathrooms: 2,"Bathroom 1 Features: Shower & Tub, Shower Stall",High Ceilings (9 Ft+),Living Room Balcony,Open Floor Plan,Door Features: Sliding Glass Door(s),Flooring: Carpet,"Window Features: Screens, Window Blinds",Dishwasher,Garbage Disposal,Refrigerator,Water Line to Refrig,"Laundry Features: Community, In Carport","Dining Room, Great Room, Master Bedroom, Walk-In Closet",Cooling Features: Central A/C,"Fireplace Features: Fireplace Features: Other, Fireplace: Yes","Heating Features: Central Furnace, Fireplace",Heating Fuel: Natural Gas,Breakfast Room Description: Dining Area,"Pool Features: Pool Description: Association Pool, Pool Construction: In Ground","Spa Features: Spa Description: Association Spa, Heated, Spa: Yes, Spa Construction: In Ground",Carport Spaces: 2,"Parking Features: Parking Type: Carport, Parking for Guests, Parking Features: Covered Parking",Lot Size Acres: 10.68191,Lot Size Square Feet: 465304,"View: Park or Green Belt View, Tree Top View","Security Features: Carbon Monoxide Detector(s), Gated Community, Smoke Detector",Association: Yes,"Association Amenities: Barbecue, Guest Parking, Maintains Landscape, Outdoor Cooking Area, Pet Rules",Association Fee: 395,Association Fee Frequency: Monthly,Association Fee Amenities: Community Mailbox,"Association Fee Includes: Earthquake Insurance, Sewer Paid, Trash Paid, Water Paid",Calculated Total Monthly Association Fees: 395,Association Name: Westpark HOA,School District: Las Virgenes School District,Source Listing Status: Active,County: Los Angeles,Source Property Type: Condominium,Property Subtype: condo,Source Neighborhood: Westpark Condos-755,Parcel Number: 2060025042,Subdivision: Westpark Condos-755,Zoning: WVR3,Source System Name: C2C,Total Square Feet Living: 1134.00,Year Built: 1968,Entry Location: Entry Location: Top Level,Levels: One,Property Age: 53,Property Condition: Updated/Remodeled,Roof: Clay Tile,Levels or Stories: One,Structure Type: A,Sewer: Public Sewer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/4510-Jones-Canyon-Rd_Acton_CA_93510_M11472-41016,2099900,"4510 Jones Canyon Rd, Acton, CA 93510",CA 93510,3,4.5,"3,688",213008.4,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 5,Full Bathrooms: 4,1/2 Bathrooms: 1,Bathrooms On Main Level: 2,"Bathroom 1 Features: Shower, Closet in bathroom, Double sinks in bath(s), Jetted Tub, Linen Closet/Storage, Separate tub and shower, Walk-in shower",Balcony,Bar,Beamed Ceilings,Block Walls,Built-in Features,Cathedral Ceiling(s),Ceiling Fan(s),Copper Plumbing Full,Crown Molding,Dry Bar,High Ceilings,Intercom,Pantry,Recessed Lighting,Stone Counters,Storage,Vacuum Central,Wainscoting,Wet Bar,Door Features: French Doors,"Flooring: Carpet, Wood","Window Features: Double Pane Windows, Garden Window(s)",Built-In Range,Dishwasher,Double Oven,Disposal,Propane Water Heater,Trash Compactor,"Laundry Features: Individual Room, Inside","Basement, Den, Entry, Family Room, Formal Entry, Kitchen, Laundry, Living Room, Master Suite, Walk-In Closet",Basement Description: Finished,Built-in Trash/Recycling,Kitchen Island,Kitchen Open to Family Room,Pots & Pan Drawers,Stone Counters,Utility sink,"Breakfast Room Description: Dining Room, In Kitchen","Cooling Features: Central Air, ENERGY STAR Qualified Equipment","Fireplace Features: Family Room, Living Room, Master Bedroom","Heating Features: Central, ENERGY STAR Qualified Equipment, Fireplace(s)",Heating: Yes,Additional Parcels Description: No,"Lot Description: 2-5 Units/Acre, Horse Property, Lawn, Irregular Lot, Ranch",Lot Size Acres: 4.89,Lot Size Source: Public Records,Lot Size Units: Acres,Lot Size Square Feet: 213008,"Pool Features: Private, Gunite, In Ground, Infinity",Pool Private: Yes,"Spa Features: Private, Gunite, In Ground",Spa: Yes,Attached Garage: Yes,Garage Spaces: 3,"Parking Features: Boat, Direct Garage Access, Driveway, Concrete, Garage, On Site, Oversized, RV Access/Parking",Parking Total: 3,"Fencing: Block, Chain Link","Patio And Porch Features: Concrete, Covered, Deck, Patio, Rear Porch","View: Canyon, Hills, Mountain(s)",Security Features: Smoke Detector(s),School District: Acton-Agua Dulce Unified,Calculated Total Monthly Association Fees: 0,"Community Features: BLM/National Forest, Hiking, Horse Trails, Park, Mountainous, Rural",Source Listing Status: Active,County: Los Angeles,Directions: Red Rover Mine Road/Escondido Jones Canyon Road,Source Property Type: Single Family Residence,Area: ACTO - Acton,Source Neighborhood: ACTO - Acton,Parcel Number: 3208008038,Source System Name: C2C,Total Square Feet Living: 3688.00,Year Built: 1990,Common Walls: No Common Walls,Entry Location: GROUND,Living Area Source: Public Records,Living Area Units: Square Feet,Property Age: 31,Property Condition: Turnkey,Levels or Stories: Two,Building Total Stories: 2,Structure Type: House,"House Style: Custom Built, Ranch",Year Built Source: Public Records,Electric: Electricity - On Property,Sewer: Septic Type Unknown,Cable Connected,Electricity Connected,Propane,Water Connected,Water Source: Public,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/21900-Marylee-St-Unit-264_Woodland-Hills_CA_91367_M29889-74458,790000,"21900 Marylee St Unit 264, Woodland Hills, CA 91367",CA 91367,3,3,"1,666",493970.4,Bedrooms: 3,Bedrooms On Main Level: 3,Total Bathrooms: 3,Full Bathrooms: 3,Bathrooms On Main Level: 2,"Bathroom 1 Features: Shower in Tub, Double Sinks In Master Bath, Quartz Counters, Remodeled, Vanity area",Balcony,Crown Molding,Dry Bar,High Ceilings,Open Floorplan,Recessed Lighting,Stone Counters,"Flooring: Carpet, Vinyl, Wood",Window Features: Plantation Shutters,Dishwasher,Gas Cooktop,Microwave,Refrigerator,"Laundry Features: Gas Dryer Hookup, Washer Hookup","All Bedrooms Up, Bonus Room, Great Room, Master Bathroom, Master Bedroom, Walk-In Closet",Quartz Counters,Self-closing cabinet doors,Self-closing drawers,Utility sink,"Breakfast Room Description: Area, Dining Room",Cooling Features: Central Air,Fireplace Features: Family Room,Heating Features: Central,Heating: Yes,Pool Features: Community,Spa Features: Community,Spa: Yes,Attached Garage: Yes,Garage Spaces: 2,Parking Features: Garage,Parking Total: 2,"Patio And Porch Features: Covered, Patio",Road Frontage Type: City Street,Road Surface Type: Paved,"Lot Description: Greenbelt, Park Nearby",Lot Size Acres: 11.336318,Lot Size Source: Assessor,Lot Size Units: Square Feet,Lot Size Square Feet: 493810,"View: Creek/Stream, Neighborhood","Security Features: 24 Hour Security, Carbon Monoxide Detector(s), Smoke Detector(s)",Pool,Spa/Hot Tub,Tennis Court(s),Racquetball,Recreation Room,Earthquake Insurance,Insurance,Trash,Water,"Community Features: Park, Valley",Association: Yes,"Association Amenities: Pool, Spa/Hot Tub, Tennis Court(s), Racquetball, Recreation Room, Earthquake Insurance, Insurance, Trash, Water",Association Fee: 690,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 690,Association Name: WARNER VILLAGE,Association Phone: 8189070749,Number of Units: 162,School District: Los Angeles Unified,Source Listing Status: Active,County: Los Angeles,Directions: MARYLEE ST/TOPANGA CANYON BLVD,Source Property Type: Townhouse,"Exclusions: Chandeliers, Light Sconces, TVs","Inclusions: Stove, Refrigerator, Microwave, Washer, Dryer",Area: WHLL - Woodland Hills,Property Subtype: townhouse,Source Neighborhood: WHLL - Woodland Hills,Parcel Number: 2146033034,Postal Code Plus 4: 4804,Zoning: LAWC,Management Company: WARNER VILLAGE,Source System Name: C2C,Total Square Feet Living: 1666.00,Year Built: 1979,Common Walls: 2+ Common Walls,Foundation Details: Slab,Living Area Source: Assessor,Living Area Units: Square Feet,Property Age: 42,Property Attached: Yes,"Property Condition: Turnkey, Updated/Remodeled",Roof: Tile,Levels or Stories: Three Or More,Building Total Stories: 3,Structure Type: House,Year Built Source: Assessor,Disability Features,Sewer: Public Sewer,Cable Available,Electricity Available,Natural Gas Available,Phone Available,Sewer Available,Water Available,Water Source: Public,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/360-Park-St_Buellton_CA_93427_M28634-63162,695000,"360 Park St, Buellton, CA 93427",CA 93427,4,2,"1,560",8712,Bedrooms: 4,Total Bathrooms: 2.00,Full Bathrooms: 2,Fireplace Features: Living Room,Heating Features: Forced Air,Number of Fireplaces: 1,Garage Spaces: 2,Lot Size Acres: 0.2,Lot Size Square Feet: 8712,Association: No,Calculated Total Monthly Association Fees: 0,Source Listing Status: Active,County: Santa Barbara,Source Property Type: Single Family Residence,Area: 38 - Santa Ynez Valley,Source Neighborhood: 1 - Not Applicable,Parcel Number: 099-460-001,Subdivision: 1 - Not Applicable,Source System Name: C2C,Total Square Feet Living: 1560.00,Year Built: 1975,Foundation Details: Slab,Property Age: 46,Roof: Composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/30408-Jasmine-Valley-Dr_Santa-Clarita_CA_91387_M26313-91293,654550,"30408 Jasmine Valley Dr, Canyon Country, CA 91387",CA 91387,4,2,"1,362",8250,Bedrooms: 4,Bedrooms On Main Level: 4,Total Bathrooms: 2,Full Bathrooms: 2,Bathrooms On Main Level: 2,"Bathroom 1 Features: Shower, Shower in Tub, Exhaust fan(s), Quartz Counters, Remodeled, Upgraded, Walk-in shower",Block Walls,Ceiling Fan(s),Copper Plumbing Full,Open Floorplan,Recessed Lighting,Stone Counters,Storage,Track Lighting,Flooring: Laminate,"Window Features: Blinds, Double Pane Windows",Dishwasher,Disposal,Gas Range,Microwave,Refrigerator,"Laundry Features: Gas Dryer Hookup, In Garage","All Bedrooms Down, Entry, Kitchen, Living Room, Main Floor Bedroom, Master Bathroom, Master Bedroom, Office",Built-in Trash/Recycling,Kitchen Island,Kitchen Open to Family Room,Quartz Counters,Remodeled Kitchen,Stone Counters,"Breakfast Room Description: Breakfast Counter / Bar, Dining Room, Country Kitchen","Cooling Features: Central Air, Gas","Fireplace Features: Living Room, Gas, Gas Starter, Wood Burning","Heating Features: Central, Fireplace(s), Natural Gas",Heating: Yes,Lighting,"Fencing: Block, Wood","Patio And Porch Features: Concrete, Covered, Patio Open, Front Porch, Rear Porch, Slab",Road Frontage Type: City Street,"Road Surface Type: Maintained, Paved",Attached Garage: Yes,Garage Spaces: 2,"Parking Features: Built-In Storage, Direct Garage Access, Driveway, Driveway - Brick, Driveway - Combination, Concrete, Paved, Garage, Garage Faces Front, Garage - Two Door, Private, RV Potential",Parking Total: 5,"Lot Description: Back Yard, Front Yard, Landscaped, Lot 6500-9999, Near Public Transit, Park Nearby, Paved, Sprinkler System, Sprinklers In Front, Sprinklers In Rear, Sprinklers Timer, Yard",Lot Size Acres: 0.1893939,Lot Size Source: Assessor,Lot Size Units: Square Feet,Lot Size Square Feet: 8250,View: Mountain(s),"Security Features: Carbon Monoxide Detector(s), Smoke Detector(s)",School District: William S. Hart Union,Calculated Total Monthly Association Fees: 0,"Community Features: Curbs, Dog Park, Gutters, Park, Mountainous, Sidewalks, Storm Drains, Street Lights, Suburban",Source Listing Status: Active,County: Los Angeles,"Directions: Soledad to Shadow Pines to Grandifloras turn left got to Abelia turn right, then Jasmine Valley turn left and home will be on right side of street.",Source Property Type: Single Family Residence,"Exclusions: All decorative pots & Potted Plants in front & rear, washer/dryer, personal belongings, garage refrig.",Inclusions: Kitchen Stainless Steel Refrigerator and master TV Mount,Area: CAN2 - Canyon Country 2,Source Neighborhood: Golden Oak (GOAK),Parcel Number: 2853011018,Postal Code Plus 4: 1536,Subdivision: Golden Oak (GOAK),Zoning: SCUR2,Source System Name: C2C,Total Square Feet Living: 1362.00,Year Built: 1974,Common Walls: No Common Walls,Foundation Details: Slab,Living Area Source: Assessor,Living Area Units: Square Feet,Property Age: 47,"Property Condition: Turnkey, Updated/Remodeled","Roof: Composition, Shingle",Levels or Stories: One,Building Total Stories: 1,Structure Type: House,House Style: Traditional,Year Built Source: Assessor,Electric: Standard,Sewer: Public Sewer,Cable Connected,Electricity Connected,Natural Gas Connected,Sewer Connected,Water Connected,Water Source: Public,Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/12942-Maui-Ct_Cerritos_CA_90703_M16254-11238,1149900,"12942 Maui Ct, Cerritos, CA 90703",CA 90703,4,4,"2,830",4669,Bedrooms: 4,Total Bathrooms: 4,Full Bathrooms: 3,3/4 Bathrooms: 1,"Bathroom 1 Features: Bathtub, Shower, Shower in Tub, Double sinks in bath(s), Double Sinks In Master Bath","Kitchen Appliances: Dishwasher, Electric Oven, Gas Range, Microwave",Appliances YN: Y,"Laundry Features: Gas Dryer Hookup, Individual Room, Washer Hookup","All Bedrooms Up, Entry, Family Room, Formal Entry, Kitchen, Laundry, Living Room, Master Suite, Walk-In Closet",Cooling Features: Central Air,Fireplace Features: Fireplace: Y,Heating Features: Central,Heating: Yes,Breakfast Room Description: Dining Room,Kitchen Features: Quartz Counters,"Door Features: Double Door Entry, Sliding Doors","Flooring: Carpet, Laminate, Vinyl",Pool Features: Association,"Fencing: Fence YN: Y, Fencing: Block","Patio And Porch Features: Patio YN: Y, Patio And Porch Features: Concrete","Lot Description: 0-1 Unit/Acre, Corner Lot, Cul-De-Sac, Sprinkler System, Sprinklers In Front, Sprinklers In Rear, Sprinklers Timer",Lot Size Acres: 0.1071855,Lot Size Source: Assessor,Lot Size Square Feet: 4669,Garage Spaces: 3,Garage Description: Attached,"Parking Features: Parking YN: Y, Parking Features: Driveway, Garage, Garage Faces Front, Garage - Two Door",Parking Total: 3,View: View: Y,Association: Yes,"Association Amenities: Pool, Spa/Hot Tub, Barbecue, Outdoor Cooking Area, Security, Controlled Access",Association Fee: 200,Association Fee Frequency: Monthly,Calculated Total Monthly Association Fees: 200,Elementary School: Wittmann,Middle School: Carmenita,School District: ABC Unified,Community Features: Curbs,Source Listing Status: Active,County: Los Angeles,Directions: Entrance to gated community on Artesia Blvd,Source Property Type: Single Family Residence,Exclusions: Personal Belongings and partially staged furniture,Area: RA - Cerritos North of 91 Frwy,Source Neighborhood: RA - Cerritos North of 91 Frwy,Parcel Number: 7012027066,Postal Code Plus 4: 1249,Zoning: CEADP8,Source System Name: C2C,Total Square Feet Living: 2830.00,Year Built: 1991,Common Walls: No Common Walls,Entry Level: 1,Entry Location: First,Living Area Source: Assessor,Property Age: 30,Property Condition: Turnkey,Roof: Tile,Levels or Stories: Two,Building Total Stories: 2,Year Built Source: Assessor,Architectural Style: Single Family Residence,Sewer: Public Sewer,Electricity Available,Natural Gas Available,Sewer Connected,Water Available,Water Source: Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.realtor.com/realestateandhomes-detail/668-Canyon-Dr_Chula-Vista_CA_91913_M22754-43641,886000,"668 Canyon Dr, Chula Vista, CA 91913",CA 91913,4,2.5,"2,304",20037.6,Bedrooms: 4,Master Bedroom Dimensions: 18 x 13,Bedroom 2 Dimensions: 12 x 12,Bedroom 3 Dimensions: 13 x 12,Bedroom 4 Dimensions: 11 x 9,Total Bathrooms: 3,Full Bathrooms: 2,1/2 Bathrooms: 1,"Bedroom Entry Level, Breakfast Area, Den, Family Room, Formal Entry, MBR Entry Level, Storage Room, Kitchen, Laundry, Separate Family Room",Family Room Dimensions: 19 x 12,Living Room Dimensions: 15 x 15,13x9,Breakfast Room Dimensions: 4 x 9,Dining Room Description: 15x10,"Laundry Features: Laundry Location: Garage, Laundry Utilities: Electric",Cooling Features: Central Forced Air,"Fireplace Features: Fireplace: FP in Family Room, FP in Living Room","Heating Features: Fireplace, Forced Air Unit",Heating Fuel: Natural Gas,Number of Fireplaces: 2,Water Heaters: Gas,Flooring: Linoleum/Vinyl,Irregular Lot,Public Street,Sidewalks,Street Paved,Landscaped,Sprinklers In Front,Sprinklers In Rear,Fencing: Full,"Patio And Porch Features: Deck, Concrete, Porch - Rear, Wrap Around",Lot Description: .25 to .5 AC,Lot Size Acres: 0.46,"Topography: Canyon/Valley, Slope Gentle",Lot Size Square Feet: 20068,Garage Spaces: 3,Garage Description: Attached,Open Parking Spaces: 2,Parking Features: Driveway - Concrete,Parking Total: 5,RV Parking Features: Potential Space,"View: Valley/Canyon, Bluff","Other Equipment: Equipment: Dishwasher, Disposal, Garage Door Opener, Microwave, Refrigerator, Convection Oven, Energy Star Appliances, Freezer, Gas Oven, Gas Stove, Grill, Ice Maker, Propane Stove, Self Cleaning Oven, Barbecue, Gas Range",Association: Yes,Association Fee: 50,Association Fee Frequency: Monthly,Association Fee Includes: Common Area Maintenance,Calculated Total Monthly Association Fees: 50,Source Listing Status: ACTIVE,County: San Diego,Ownership: Fee Simple,Source Property Type: Detached,Area: South Bay,Source Neighborhood: Chula Vista Tract,Parcel Number: 594-312-17-00,Subdivision: CHULA VISTA,Timeshare: No,Source System Name: C2C,"Irrigation Source: Automatic, Sprinklers",Total Square Feet Living: 2304,Year Built: 1987,Building Exterior Type: Wood,Levels: Stories: 2 Story,Property Age: 34,Roof: Concrete,Levels or Stories: 2,Structure Type: RESIDENTIAL,Architectural Style: Traditional,Sewer: Sewer Connected,"Water Source: Water: Available, Meter on Property, Water District: CITY OF SAN DIEGO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
